CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE;INPUT
2054071;2339472;226379;188381;859251;0;0;800
2299371;2633355;277160;210400;984189;3052;0;832
2551080;2913200;314086;234566;1095457;0;0;864
2857109;3277885;366027;260317;1226620;0;0;896
3733327;4240772;421142;323573;1510617;1954;0;928
3502494;4016164;472594;318783;1509274;2442;0;960
3853200;4424610;529845;350116;1659237;2014;0;992
4921496;5621324;636961;431395;2027400;3113;0;1024
4463611;5175524;668517;426396;2028926;2319;0;1056
5069994;5837022;732115;459099;2189387;2442;0;1088
6470137;7365154;798643;558388;2634393;2930;0;1120
7043317;8019877;881955;605222;2865471;2075;0;1152
6495406;7485820;967161;588446;2811272;2502;0;1184
7040266;8126077;1058164;639526;3060478;2686;0;1216
8901588;10142735;1130857;765275;3626028;2258;0;1248
9571265;10939669;1276669;826846;3929494;5065;0;1280
8810036;10177464;1350888;798310;3821157;2930;0;1312
9473365;10946749;1459285;858290;4110280;1953;0;1344
11874543;13565639;1582821;1020541;4866198;2441;0;1376
10895114;12580413;1692745;985975;4732410;2197;0;1408
13613430;15583701;1878352;1171159;5597886;6469;0;1440
14456078;16521137;1922725;1247259;5944199;4639;0;1472
15504904;17704850;2037532;1327314;6329635;8728;0;1504
16453510;18806776;2239191;1417412;6747480;4822;0;1536
17540604;20026499;2321710;1500328;7147321;5798;0;1568
16551105;19048962;2530328;1442776;6947919;4578;0;1600
19929331;22761172;2696404;1693358;8093852;6591;0;1632
17988052;20799080;2856255;1620797;7814616;7995;0;1664
22067571;25219662;2988090;1893368;9038124;7629;0;1696
20048044;23201296;3201652;1811982;8735268;7629;0;1728
24528379;27906789;3296440;1992775;9553320;10681;0;1760
22258366;25768184;3577872;2023931;9751562;6713;0;1792
27455863;31387676;3751638;2355234;11224825;8239;0;1824
29214891;33386572;4019582;2475542;11828400;8789;0;1856
30476546;34865817;4178639;2623210;12511015;10865;0;1888
27520864;31837321;4404591;2482353;11964080;9949;0;1920
34248875;38872093;4647082;2672652;12884611;7752;0;1952
30442305;35204622;4875110;2737493;13198086;10803;0;1984
31781901;36771513;5103686;2868948;13836574;10132;0;2016
38522118;44072519;5393968;3324666;15791098;12512;0;2048
34973788;40465839;5610093;3149130;15191977;11292;0;2080
36589139;42320876;5868881;3296428;15889364;10925;0;2112
44247872;50299249;5950302;3559741;17063188;11230;0;2144
40076496;46345646;6423140;3601861;17357011;13611;0;2176
49078243;56144144;6909345;4168805;19951976;16479;0;2208
51006644;58355869;7173321;4348625;20792305;16601;0;2240
53350449;61029202;7486980;4534679;21675298;16479;0;2272
55121380;62758751;7627177;4454745;21415961;15259;0;2304
49418087;57055335;7893107;4360920;21068122;14221;0;2336
51601675;59683807;8277628;4641844;22334904;17700;0;2368
62818260;71874816;8844154;5343440;25550411;18066;0;2400
55787027;64530719;8955421;5011011;24160644;15320;0;2432
67178966;76733385;9042396;5758835;27392813;4272;0;2464
71080751;81169104;9992528;5906215;28340016;20019;0;2496
72605893;82538729;10072179;5738429;27675466;17150;0;2528
75605336;85923058;10490634;5956082;28703601;23499;0;2560
67588084;78005233;10762424;5941002;28693652;20996;0;2592
70478457;81448095;11235139;6294014;30317793;22461;0;2624
85076442;97324030;12002593;7224447;34554355;21973;0;2656
75626759;87396443;12066131;6750656;32512917;24170;0;2688
91315135;104458961;12880643;7752030;37077054;15320;0;2720
94502260;107977140;12977506;8025369;38265466;24902;0;2752
97422541;110807028;13477199;7759249;37369289;25330;0;2784
86633201;100140551;13832362;7753570;37325283;24963;0;2816
105455602;120406430;14784081;8767396;42030960;28320;0;2848
107878691;123281361;14795251;9185291;43771799;27954;0;2880
111559102;127167705;15626547;9078133;43646006;26977;0;2912
116687263;133163294;16378804;9617883;46167729;32288;0;2944
120647885;137628310;16867938;9926697;47648865;34607;0;2976
123545338;141205449;17211016;10448633;49921930;33508;0;3008
127260294;145518060;17852127;10781439;51549062;34546;0;3040
131161835;149930341;18407668;11095601;52991075;30335;0;3072
135011251;153371128;18652419;10580295;51067435;32776;0;3104
139600228;158534018;19280896;10896005;52588672;34912;0;3136
144902034;165517276;20050425;12202610;58282139;38269;0;3168
127537943;147285756;20233774;11325702;54547956;37903;0;3200
152730810;174518596;21183540;12933553;61767908;14587;0;3232
157798790;180444301;22248234;13335505;63816365;44494;0;3264
161958814;184296525;22115605;13082619;62784507;44250;0;3296
143067383;165260807;22704043;12735663;61276943;42419;0;3328
172142748;196717880;24017517;14527416;69446111;38330;0;3360
177008519;202232026;24552305;14942077;71383179;46448;0;3392
182179892;208033647;24970517;15363437;73287899;46204;0;3424
160124651;184908768;25425716;14229956;68455330;45410;0;3456
191622129;218916920;26509698;16226857;77466110;20263;0;3488
196003892;221944133;26020563;15103425;72721066;45105;0;3520
203905484;232956496;28374683;17145014;81957187;52246;0;3552
178685883;206205955;28181935;15804388;76031788;53405;0;3584
213272220;243773668;29824753;18064360;86356285;5798;0;3616
220763961;252296107;30954633;18573050;88870195;53650;0;3648
223074319;252512476;29112718;17259210;82917451;57190;0;3680
230335959;261335634;31775309;17784058;85944421;46448;0;3712
235863471;266705861;30232162;18139530;87038046;55297;0;3744
245033186;279918045;34100621;20569581;98360222;62073;0;3776
251705899;287497250;35135592;21111907;100985032;38330;0;3808
220135911;253982565;34699069;19453849;93528325;56335;0;3840
263420651;301051476;36905118;22184087;106121981;63904;0;3872
270195964;308739811;37858606;22733905;108779812;28015;0;3904
274287323;311234677;37832606;21205714;102490522;64636;0;3936
242294362;279757523;38321558;21516309;103554361;72265;0;3968
289195732;330023203;39195456;24404812;116287239;24353;0;4000
